#,Company Name,Status,Location,Verified,Where to apply,Roles,Job Type,Industry,Remarks
2291,Siemens Technology,Hiring,Mumbai,No,httpswww.linkedin.comj,HR Advisor,,,
2292,Siemens Technology India,Hiring,Chennai,No,httpswww.linkedin.comj,Technical Lead,Full-Time,Manufacturing,
2293,Siemens Technology India,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Process Asso,Full-Time,Manufacturing,
2294,SignEasy,Hiring,Bengaluru,,httpssigneasy.comjobs,Strategic Account M,Full-Time,Information Technology,
2295,Signify,Hiring,Pune,No,httpswww.linkedin.comj,Manager - VAVE  C,Full-Time,Manufacturing,
2296,Signzy Technolgies,Hiring freeze,Mumbai,,,,,Fintech,
2297,SigTuple Technologies,Layoffs,Bengaluru,,,,,Healthcare,Entire organization is affect
2298,Sika,Hiring,Pune,No,httpswww.linkedin.comj,Operations Manager,,,
2299,Silicon Valley Bank,Hiring,Bengaluru,No,httpswww.linkedin.comj,Data Analyst,Full-Time,Financial Services,
2300,Sillicon valley bank,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Operations Analyst -,Full-Time,Financial Services,
2301,Silvermine Group,Hiring,Bengaluru,No,httpswww.linkedin.comj,SEO Manager,Full-Time,Information Technology,
2302,Simbaquartz,Hiring,Amritsar,,httpswww.hirist.comjsi,UIUX Developer - S,,,
2303,Simform,Hiring,Hyderabad,No,httpswww.linkedin.comj,Tech Lead,Full-Time,IT Infrastructure,
2304,Simpl,Hiring,Bengaluru,No,httpswww.linkedin.comj,Product Manager,Full-Time,Information Technology,
2305,SimpleMachines, Inc.,Hiring,Pune,Yes,httpswww.linkedin.comj,Senior Software Eng,Full-Time,IT Infrastructure,
2306,SimplePlan Media,Hiring,Delhi,No,httpswww.linkedin.comj,Wordpress Developer,,,
2307,Simpliance Technologies Pvt L,Hiring freeze,Bengaluru,,Other Techno Legal or Con,,,Business Software,No
2308,Simplify360,Hiring,Delhi,Yes,httpswww.linkedin.comj,Key Account Mange,Full-Time,IT Infrastructure,
2309,Simplilearn,Hiring,Bengaluru,No,httpswww.linkedin.comj,Engineering Manager,Full-Time,Education,
2310,Simpplr,Hiring freeze,Gurgaon,,,,,IT Infrastructure,
2311,SIMSIM,Hiring,Delhi,No,httpswww.linkedin.comj,UI Developer,,Financial Services,
2312,simsim,Hiring,Delhi,,email to abhishek.mn@sim,,,,Roles available 1. Category
2313,Singh & Associates,Hiring,Gurgaon,No,httpswww.linkedin.comj,Manager- Branding,,Marketing & Advertising,Fired all operation manage
2314,SipFund,Hiring,Bengaluru, Nagp,,httpswww.hirist.comjsi,MEAN Full Stack De,,Financial Services,
2315,Sirion Labs,Hiring,Haryana,No,httpswww.linkedin.comj,Analyst- Marketing ,Full-Time,Business Software,
2316,Sixt Research & Developm,Hiring freeze,Bengaluru,,,,,Travel & Transportation,
2317,Sixt Research & Development,Hiring freeze,Bengaluru,,,,,,
2318,skarn robotics,Hiring,Delhi,No,httpswww.linkedin.comj,Finance Manager,Full-Time,Information Technology,
2319,Skava,Hiring,Coimbatore,No,httpswww.linkedin.comj,Sr Business Analyst,Full-Time,Ecommerce,
2320,SKC MANAGEMNT CONSULT,Hiring,Delhi,No,httpswww.linkedin.comj,HR OFFICER,,,
2321,Skeps,Hiring,Gurugram,No,httpswww.linkedin.comj,Angular Developer, ,Full-Time,Financial Services,
2322,Sketch Web Solutions,Hiring,Kolkata,No,httpswww.linkedin.comj,Content Writer,Full-Time,IT Infrastucture,
2323,Skillathon.co,Hiring,Bengaluru,No,httpswww.linkedin.comj,BD Executive,,Education Tech,
2324,SkillSanta,Hiring,Work From Home,,Share resume at khushbu.s,Online Instructor,Full-Time,Education Tech,Should know programming
2325,Skillsoft,Hiring,Hyderabad,Beng,No,httpswww.linkedin.comj,Content Specialist, P,Full-Time,Education Tech,
2326,Skilrock Technologies,Hiring,Gurgaon,No,httpswww.linkedin.comj,Java Technical Lead,Full-Time,,
2327,Skootr Offices,Hiring,Gurgaon,No,httpswww.linkedin.comj,Head- Design & Arc,Full-Time,Real Estate,
2328,Skuad,Hiring,Gurgaon,No,httpswww.linkedin.comj,Talent Success Exec,Full-Time,IT Infrastructure,
2329,Skuad Pte Ltd,Hiring,Gurgaon,No,httpswww.linkedin.comj,Talent Success Exec,,,
2330,Skylark Drones,Hiring,Karnataka,No,httpswww.linkedin.comj,Front End Developer,Full-Time,Aviation,
2331,Skyline Corporation Ltd,Hiring,Delhi,No,httpswww.linkedin.comj,Digital Marketing Ex,,Construction,
2332,Skylo Technologies,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Engineering Project ,Full-Time,Telecom,
2333,Slack,Hiring,Pune,No,httpswww.linkedin.comj,Software Engineer,Full-Time,IT Infrastructure,
2334,SLEEK International Pvt Ltd,Hiring,Bengaluru,No,httpswww.linkedin.comj,Business Developm,,Retail,
2335,Slice,Hiring,Bengaluru,No,httpswww.linkedin.comj,UI Designer,Full-Time,Financial Services,
2336,SLK,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Business Analyst,Full-Time,Financial Services,
2337,Smallcase,Hiring freeze,Bengaluru,,,,,Financial Services,
2338,Smart Cube,Hiring,Noida,No,httpswww.linkedin.comj,Senior Associate - E,Full-Time,KPO  Research Analytics,
2339,Smart Cube,Hiring,Noida,No,httpswww.linkedin.comj,Senior Associate - E,Full-Time,KPO  Research Analytics,
2340,Smart Power India,Hiring,Gurgaon,No,httpswww.linkedin.comj,Program Manager,Full-Time,NGO  Social Services,
2341,SmartDrive Systems,Hiring,Hyderabad,No,httpswww.linkedin.comj,Senior Manager, op,Full-Time,IT Infrastructure,
2342,SMARTe Inc,Hiring,Mumbai,No,httpswww.linkedin.comj,Product Developme,Full-Time,,
2343,Smartworks Coworking Spa,Hiring,India,,httpswww.smartworksoff,Area Director - Sales,Full-Time,Real Estate,
2344,Smartworks Coworking Spaces,Hiring,Bengaluru,,httpswww.smartworksoff,,,Real Estate,
2345,Smile Foundation,Hiring,Chennai,No,httpswww.linkedin.comj,Manager,Full-Time,NGO  Social Services,
2346,Smiths Detetction,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Test Engin,Full-Time,Others,
2347,Smollan,Hiring,Mumbai,No,httpswww.linkedin.comj,Trade Manager E-Co,Full-Time,Retail,
2348,Snapdeal,Hiring freeze,Gurgaon,,,,,Ecommerce,
2349,SnapHunt,Hiring,Delhi,No,httpswww.linkedin.comj,Operation Manager,Full-Time,Financial Services,
2350,Snapminds Technologies LLP,Hiring,Bengaluru,No,httpswww.linkedin.comj,IOS Developer,Full-Time,Recruitment,
2351,Snapwiz,Hiring,Bengaluru,,httpssnapwiz.comcareers,Technical Lead, IT Re,Full-Time,Education Tech,
2352,SNic solutions,Layoffs,Bengaluru,,,,,,
2353,Snopsys,Hiring,Bengaluru,No,httpswww.linkedin.comj,Data Analyst II,Full-Time,Business Software,
2354,Snowflake,Hiring,Pune,Yes,httpswww.linkedin.comj,Business System An,Full-Time,IT Infrastructure,
2355,SoCheers,Hiring,Mumbai,Yes,httpswww.linkedin.comj,Senior Digital Marke,Full-Time,Marketing & Advertising,
2356,Social Door,Hiring,Gurugram,No,httpswww.linkedin.comj,Data Analyst,Full-Time,Information Technology,
2357,Social Likers,Hiring,Delhi,No,httpswww.linkedin.comj,Web Developer,,,
2358,Societe Generale Global Solut,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Analyst- Fina,,,
2359,Socion Advisors,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Engineer,Full-Time,Consulting & Services,
2360,Softcrylic,Hiring,Chennai,No,httpswww.linkedin.comj,Jaspersoft Developer,Full-Time,,
2361,Softnet World,Hiring,Pune,No,httpswww.linkedin.comj,Front End Developer,,,
2362,Softobiz Technologies Private,Hiring,Chandigarh,Yes,httpswww.linkedin.comj,Mean stack developer,Full-Time,IT Infrastructure,
2363,Software AG,Hiring,Hyderabad,No,httpswww.linkedin.comj,UI Developer,Full-Time,Business Software,
2364,SoftwareONE,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Associate Consultan,Full-Time,IT Infrastructure,
2365,SOIL School of Business design,Hiring freeze,,,httpswww.linkedin.coms,,,Education,
2366,SolarSmith Energy Pvt Ltd,Hiring,Delhi,No,httpswww.linkedin.comj,Business Developm,Full-Time,Energy,
2367,Solcen Technologies Pvt Ltd,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Business Syst,Full-Time,Business Software,
2368,Soliton Technologies,Hiring,Bengaluru,No,httpswww.linkedin.comj,HR Manager,Full-Time,Engineering,
2369,Sollu,Hiring,Bengaluru,No,httpswww.linkedin.comj,Sales Executive,Full-Time,Business Software,
2370,SoloCoin,Hiring,Delhi,Yes,httpswww.linkedin.comj,Ruby on Rails Devel,Full-Time,WellnessFitnessSports,
2371,Solomo Media,Hiring,Noida,No,httpswww.linkedin.comj,Backend Developer,Full-Time,Marketing & Advertising,
2372,Solugenix,Hiring,Hyderabad,No,httpswww.linkedin.comj,Data Scientist,Full-Time,IT Infrastucture,
2373,Solugo,Hiring,Delhi,Yes,httpswww.linkedin.comj,Supply Manager,Full-Time,KPO  Research Analytics,
2374,Somya Group,Hiring,Jaipur,No,httpswww.linkedin.comj,Area sales Manager,Full-Time,Consumer Goods,
2375,Songdew,Hiring,Gurgaon,No,httpswww.linkedin.comj,Frontend Web Devel,Full-Time,Consumer Goods,
2376,Songdew,Hiring,Gurugram,No,httpswww.linkedin.comj,Management Trainee,Full-Time,Media & Entertainment,
2377,Sonic Wall,Hiring,Bengaluru,No,httpswww.linkedin.comj,Sales Finance Team ,Full-Time,Information Technology,
2378,SonicWall,Hiring,Maharashtra,No,httpswww.linkedin.comj,Territory account M,Full-Time,Information Technology,
2379,SONY Research India,Hiring,Mumbai,No,httpswww.linkedin.comj,Data Scientist,Full-Time,KPO  Research Analytics,
2380,Sophos,Hiring,Bengaluru,No,httpswww.linkedin.comj,System Engineer,Full-Time,Business Software,
2381,Sopra Steria India,Hiring freeze,Noida,,,,,Business Software,
2382,Sopra Steria India,Hiring freeze,Noida,,,,,Business Software,
2383,Soroco,Hiring,Bengaluru,No,httpswww.linkedin.comj,Associate Data Scie,Full-Time,Business Software,
2384,SOTI,Hiring,Gurgaon,No,httpswww.linkedin.comj,Full Stack Developer,Full-Time,Productivity Software,
2385,Source It Out,Hiring,Panaji,No,httpswww.linkedin.comj,Dot Net Developer,Full-Time,BPO  ITES,
2386,SourceCode Developer,Hiring,Mumbai,No,httpswww.linkedin.comj,Web Developer,Full-Time,Information Technology,
2387,Soxytoes,Hiring,Noida,,httpswww.linkedin.comc,Business Developm,Full-Time,Ecommerce,
2388,Soxytoes,Hiring,Delhi,No,httpswww.linkedin.comj,BD Executive,,Retail,
2389,Space Matrix,Hiring,Bengaluru,No,httpswww.linkedin.comj,Business Developm,Full-Time,Creative Arts  Design,
2390,Spacecode Technologies,Hiring,Surat,Yes,httpswww.linkedin.comj,MERN  Full Stack S,Full-Time,IT Infrastructure,
2391,Spacelearner,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Python Developer,Full-Time,BPO  ITES,
2392,Spark Capital Advisors,Hiring freeze,Bengaluru,,,,,Financial Services,
2393,Spawoz Technologies Pvt Ltd,Hiring,Kochi,No,httpswww.linkedin.comj,Software Architect T,Full-Time,Business Software,
2394,Spectra Medix,Hiring,Gurgaon,No,httpswww.linkedin.comj,Big Data Developer,Full-Time,Healthcare,
2395,Spenny,Hiring,Bengaluru,No,httpswww.linkedin.comj,React Native Engineer,Full-Time,Financial Services,
2396,Spice Gems,Hiring,Kota,No,httpswww.linkedin.comj,PHP Developer,Full-Time,IT Infrastucture,
2397,Spinny,Hiring freeze,Gurgaon,,,,,Automotive,
2398,Spinway Sports,Hiring,Mohali,No,httpswww.linkedin.comj,Web Developer,Full-Time,Others,
2399,Spirent Communications,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Engineer,,,
2400,Splashlearn,Hiring,Gurugram,No,httpswww.linkedin.comj,Analytics Manager,Full-Time,Marketing & Advertising,
2401,Spokesly,Hiring,Bengaluru,No,httpswww.linkedin.comj,SMO Analyst, Lead ,Full-Time,Business Software,
2402,Spoon,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Software Eng,,Financial Services,
2403,Sportz Interactive,Hiring,Mumbai,No,httpswww.linkedin.comj,User Experience Des,Full-Time,WellnessFitnessSports,
2404,Sportz Village,Hiring,Mumbai,Chennai,,httpswww.sportzvillage.c,Regional Manager, ,Full-Time,Media & Entertainment,
2405,Springboard,Hiring,Bengaluru,,httpsin.springboard.com,Career Coach, Caree,Full-Time,Education Tech,
2406,Springboard Digital,Hiring,Coimbatore,No,httpswww.linkedin.comj,UIUX Designer,Full-Time,Creative Arts  Design,
2407,Springer Nature Technology a,Hiring,Pune,No,httpswww.linkedin.comj,Software Engineer,Full-Time,IT Infrastructure,
2408,Springworks,Hiring,Bengaluru,,httpsspringrole.springrec,QA Engineer, Front ,Full-Time,Recruitment,Hiring for multiple roles
2409,Sprout Road,Hiring,,,httpswww.facebook.com,Graphic Designer,Full-Time,,
2410,SpurTree Technologies Priv,Hiring freeze,Bengaluru,,,,,Consulting & Services,
2411,SpurTree Technologies Private,Hiring freeze,Bengaluru,,,,,Business Software,
2412,Squad Communications Pvt Ltd,Hiring,Mumbai,No,httpswww.linkedin.comj,Python Developer,Full-Time,Telecom,
2413,Squadcast,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Front End Developer,Full-Time,IT Infrastructure,
2414,Square Yards,Hiring,Gurugram,,httpswww.squareyards.c,HR, Content Manag,Full-Time,Real Estate,Hiring for Sales executive, 
2415,Squareboat,Hiring,Gurgaon,No,httpswww.linkedin.comj,Product Manager,Full-Time,IT Infrastucture,
2416,Squareroot Group,Hiring,Bengaluru,No,httpswww.linkedin.comj,Distinguished Engin,Full-Time,Consumer Goods,
2417,SRF Limited,Hiring,Gurgaon,No,httpswww.linkedin.comj,Lead design Engineer,Full-Time,Chemicals  Petrochemic,
2418,SRI GANGA RAM HOSPITAL,Hiring,Delhi,No,httpswww.linkedin.comj,ASSOCIATE CONSUL,,Healthcare,
2419,Srijan Technologies,Hiring,Delhi,,httpssrijantech.recruiterb,Engineering Manag,Full-Time,Consulting & Services,
2420,SRV Media Pvt. Ltd.,Hiring,Delhi,No,httpswww.linkedin.comj,Business Developm,Full-Time,Marketing & Advertising,
2421,SS Group,Hiring,Delhi,,httpswww.linkedin.comc,Business Developm,Full-Time,Real Estate,
2422,SS Group,Hiring,Bengaluru,No,httpswww.linkedin.comj,UIUX Designer,,Real Estate,
2423,SS&C,Hiring,Mumbai,No,httpswww.linkedin.comj,Java Developer, Seni,Full-Time,Financial Services,
2424,Standard Chartered Bank,Hiring freeze,India,,,,,Financial Services,
2425,Standav Corp,Hiring,Hyderabad,Yes,httpswww.linkedin.comj,Business Developm,Full-Time,IT Infrastructure,
2426,Stanza Living,Hiring,Delhi,No,httpswww.linkedin.comj,Associate Product ,,Hospitality,
2427,Star Consulting Global,Hiring,Delhi,No,httpswww.linkedin.comj,Digital Marketing S,Full-Time,Skill Development,
2428,Star TV Network Company Lo,Hiring,Mumbai,No,httpswww.linkedin.comj,Data Scientist,,Media & Entertainment,
2429,State Bank of India,Hiring,Chennai,No,httpswww.linkedin.comj,General Manager,Full-Time,Financial Services,
2430,State Street,Hiring,Bengaluru,No,httpswww.linkedin.comj,Investment Perform,Full-Time,Financial Services,
2431,Steadybiz,Hiring,Gurgaon,No,httpswww.linkedin.comj,React JS Developer,Full-Time,Aviation,
2432,Stealth Startup,Hiring freeze,,,,,,Consumer Tech,Hiring amazing software en
2433,Stealth Startup,Hiring,Mumbai,No,httpswww.linkedin.comj,UI Designer,,Information Technology,
2434,SteelEye,Hiring,Bengaluru,,Angel.co,,,Financial Services,We are actively hiring for m
2435,Stellium consulting Pvt Ltd,Hiring freeze,Bengaluru,,,,,Consulting & Services,
2436,Sterlite Power,Hiring,India,No,httpswww.linkedin.comj,Manager - Business ,Full-Time,Energy,
2437,Sterlite Technologies,Hiring freeze,Aurangabad, Pu,,,,,Communications,
2438,Sterlite technology,Hiring freeze,Delhi,,,,,Consulting & Services,
2439,Steve Medius Private Ltd,Layoffs,Delhi,,,,,Communications,The company closed overni
2440,Stockarea,Hiring,Chennai,No,httpswww.linkedin.comj,Backend Developer,Full-Time,,
2441,Stones2Milestones,Hiring,Delhi,No,httpswww.linkedin.comj,Inside Sales Manager,Full-Time,Education Tech,
2442,Store Hippo,Hiring,Delhi,No,httpswww.linkedin.comj,BD Executive,Full-Time,,
2443,Story Digital,Hiring,Delhi,No,httpswww.linkedin.comj,Backend Developer,Full-Time,Marketing & Advertising,
2444,STP Investment Services,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Engineer,,Financial Services,
2445,Stratacent,Hiring,Pune,Yes,httpswww.linkedin.comj,Documentation Spe,Full-Time,IT Infrastructure,
2446,Stryker,Hiring,Gurgaon,No,httpswww.linkedin.comj,Senior Software Eng,Full-Time,Healthcare,
2447,stuMagz,Layoffs,HYDERABAD,,,,,Education Tech,
2448,stuMagz,Layoffs,Hyderabad,,,,,Education Tech,
2449,Styledotme,Hiring,Delhi,,httpsstyledotme.comcar,Front End Develope,Full-Time,Business Software,
2450,Stylenook.in,Hiring freeze,Mumbai,,,,,Consumer Goods,Hiring for Marketing Associ
2451,SubcoDevs Inc,Hiring,Noida,No,httpswww.linkedin.comj,Mobile Developer,Full-Time,IT Infrastucture,
2452,Subex,Hiring freeze,Bengaluru,,,,,Business Software,
2453,Substratal Solutions,Hiring,Delhi,Yes,httpswww.linkedin.comj,Businees developme,Internship,Marketing & Advertising,
2454,SubtleLabs,Hiring,Noida,No,httpswww.linkedin.comj,Sharepoint Developer,,,
2455,SUEZ- Water Technologies & ,Hiring,Bengaluru,No,httpswww.linkedin.comj,Finance Manager,,,
2456,Sugar Box,Hiring,Mumbai,No,httpswww.linkedin.comj,Senior Software Eng,Full-Time,Media & Entertainment,
2457,Sui,Hiring,Delhi,No,httpswww.linkedin.comj,Marketing Operatio,,Retail,
2458,Sum Total Systems LLC,Hiring,Hyderabad,No,httpswww.linkedin.comj,Project Manager,Full-Time,Business Software,
2459,Suma Soft Pvt Ltd,Hiring freeze,Pune,,,Trainer,,Tourism,
2460,Sun Pharma,Hiring,Mumbai,No,httpswww.linkedin.comj,Group Product Man,Full-Time,Pharmaceutical,
2461,Sunanda Speciality Coatings,Hiring,Mumbai,No,httpswww.linkedin.comj,Sr. Executive - HR &,,,
2462,sundayrest.com,Hiring freeze,Bengaluru,,,,,Consumer Goods,Hiring for EA, Customer Ser
2463,Sungard Availability Services,Hiring,Pune,No,httpswww.linkedin.comj,Service Now Develo,Full-Time,IT Infrastucture,
2464,Support mart,Hiring freeze,Gurgaon,,,,,Consumer Services,
2465,Supro,Hiring,Pune,No,httpswww.linkedin.comj,Customer Sales Offi,Full-Time,Media & Entertainment,
2466,Surge,Hiring,Bengaluru,No,httpswww.linkedin.comj,Product Manager- C,Full-Time,Financial Services,
2467,Suryoday Small Finance Bank ,Hiring,Mumbai,No,httpswww.linkedin.comj,Product Manager,Full-Time,Financial Services,
2468,Swaniti Initiative,Hiring,Andhra Pradesh,No,httpswww.linkedin.comj,Policy Associate,Full-Time,Others,
2469,Swaran Soft,Hiring,Gurgaon,No,httpswww.linkedin.comj,Windows Developer,Full-Time,Business Software,
2470,Swift,Hiring,Mumbai,No,httpswww.linkedin.comj,Junior Developer Co,Full-Time,Financial Services,
2471,Swiggy,Hiring,Hyderabad,Yes,httpswww.linkedin.comj,Software Developm,Full-Time,Consumer Tech,
2472,Swiggy Labs,Hiring freeze,Bengaluru,,,,,Food & Dining,
2473,Swiss Re,Hiring,Bengaluru,No,httpswww.linkedin.comj,Data Scientist,Full-Time,Financial Services,
2474,SymphonyAI,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Senior Frontend De,Full-Time,Financial Services,
2475,Synapse Design Inc,Hiring,Bengaluru,No,httpswww.linkedin.comj,DFT Leads,,Engineering,
2476,Synapse India,Hiring,Noida,No,httpswww.linkedin.comj,Senior Dot Net Dev,Full-Time,IT Infrastucture,
2477,Synaptics Incorporated,Hiring,Bengaluru,No,httpswww.linkedin.comj,India HR Lead,,,
2478,Syncheron,Hiring,Pune,No,httpswww.linkedin.comj,Charles River Develo,Full-Time,Financial Services,
2479,SYNCMEDIA & ADTECH,Hiring,Gurgaon,No,httpswww.linkedin.comj,Senior Frontend De,Full-Time,Marketing & Advertising,
2480,Syndic, Inc.,Hiring,Mumbai,No,httpswww.linkedin.comj,Affiliate Manager,Full-Time,Marketing & Advertising,
2481,Synechron inc,Hiring freeze,Usa,,,,,,
2482,Syngene International Limited,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Process Engineer,Full-Time,KPO  Research Analytics,
2483,Syngenta,Hiring,Pune,No,httpswww.linkedin.comj,Front End Developer,Full-Time,Agriculture  Dairy,
2484,Syniverse,Hiring,Gurgaon,No,httpswww.linkedin.comj,Sales Operation Ma,Full-Time,IT Infrastucture,
2485,Synopsis Inc,Hiring,Noida,No,httpswww.linkedin.comj,Senior Physical Desi,,Engineering,
2486,Synopsys Inc,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Application Enginee,Full-Time,Business Software,
2487,System Controls & Switchgears,Hiring,Multiple Location,s,httpswww.linkedin.comj,Sales Manager,,,
2488,Sysvine Technologies,Hiring,Chennai,No,httpswww.linkedin.comj,Senior Software Eng,Full-Time,,
2489,TA Digital,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,DevOpsCloud Archi,Full-Time,IT Infrastructure,
2490,Taboola,Hiring,Delhi,No,httpswww.linkedin.comj,Country Manager- I,,Information Technology,
2491,Tact.ai,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Product Manager,Full-Time,IT Infrastructure,
2492,Taggd,Hiring,Mumbai,No,httpswww.linkedin.comj,EA to President,,Recruitment,
2493,Takeda,Hiring,Gurgaon,No,httpswww.linkedin.comj,Reg Access Lead,Full-Time,Pharmaceutical,
2494,Talent Sketchers,Hiring,Pune,Yes,httpswww.linkedin.comj,Software Engineer,Full-Time,IT Infrastructure,
2495,Talent Tigers,Hiring,Delhi,No,httpswww.linkedin.comj,Product Manager,,BPO  ITES,
2496,Talentica Software,Hiring,Pune,No,httpswww.linkedin.comj,Technical Manger-.,Full-Time,Business Software,
2497,Talentiser,Hiring,Bengaluru,No,httpswww.linkedin.comj,Director of Product ,,,
2498,TalentOne,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Product Man,,,
2499,Talk Travel,Hiring,,,httpswww.facebook.com,Content Writers,Full-Time,Travel & Transportation,
2500,Tally Solutions Pvt Ltd,Hiring,Bengaluru,No,httpswww.linkedin.comj,Data Analyst,Full-Time,,
2501,Tally Solutions Pvt. Ltd.,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Test Engin,Full-Time,IT Infrastucture,
2502,Tanaashi Technologies Pvt Ltd,Hiring,Noida,,httpswww.linkedin.comc,Business Developm,Full-Time,Business Software,
2503,Tangoe,Layoffs,,,,,,Business Software,
2504,Tantragyaan,Hiring,Bengaluru,No,httpswww.linkedin.comj,Embedded Linux De,Full-Time,Information Technology,
2505,TAO The Automation Office,Hiring,Bengaluru,No,httpswww.linkedin.comj,Developer,Full-Time,IT Infrastucture,
2506,Taomish India,Hiring,India,,httpsangel.cocompany,Full Stack Developer,Full-Time,Business Software,Hiring mostly 0-5 yrs in En
2507,Tap In,Hiring,Remote,No,httpswww.linkedin.comj,App Developer,Full-Time,IT Infrastucture,
2508,TapChief,Hiring freeze,India,,,,,Business Software,
2509,TapChief,Hiring freeze,India,,,,,Business Software,
2510,Tapp Me,Hiring,Mumbai,No,httpswww.linkedin.comj,HR Manager,,Marketing & Advertising,
2511,Taramsys,Hiring,Chennai,Yes,httpswww.linkedin.comj,Sr. Enterprise Java D,Full-Time,IT Infrastructure,
2512,Target India Pvt Ltd,Hiring,Bengaluru,No,httpswww.linkedin.comj,Lead- HR Specialist,,,
2513,Target Orate,Hiring,Hyderabad,No,httpswww.linkedin.comj,Sharepoint Developer,Full-Time,IT Infrastucture,
2514,Tars,Hiring,Bengaluru,,httpsangel.cotarsjobs,,,Business Software,
2515,Tars,Hiring,Bengaluru,,httpsangel.cotarsjobs,,,Business Software,
2516,Taskbob,Hiring,Mumbai,No,httpswww.linkedin.comj,Front End Developer,Full-Time,Productivity Software,
2517,TaskUS,Hiring,Indore,No,httpswww.linkedin.comj,Developer,,BPO  ITES,
2518,Tata Advanced Materials Limit,Hiring,Bengaluru,No,httpswww.linkedin.comj,Java Developer,Full-Time,Aviation,
2519,Tata AIG General Insurance C,Hiring,Mumbai,No,httpswww.linkedin.comj,Front-end Develope,Full-Time,Financial Services,
2520,Tata CLiQ,Hiring,Mumbai,No,httpswww.linkedin.comj,Reverse Logistics Ex,Full-Time,Retail,
2521,Tata Communications,Hiring,Delhi,No,httpswww.linkedin.comj,Marketing Manager,Full-Time,Telecom,
2522,Tata Consultancy Services,Hiring freeze,,,,,,,
2523,Tata Elxsi,Hiring,Thiruvananthap,No,httpswww.linkedin.comj,Lead Software Engin,Full-Time,Creative Arts  Design,
2524,Tata Global Beverages,Hiring,Bengaluru,No,httpswww.linkedin.comj,Director - Office of ,Full-Time,Food & Dining,
2525,Tata Health,Hiring,Bengaluru,No,httpswww.linkedin.comj,Java Developer,Full-Time,WellnessFitnessSports,
2526,Tata Steel Ltd,Hiring,India,,www.tatasteel.com,careers,,,Manufacturing,
2527,Tataelxsi,Layoffs,Bengaluru,,,,,Consulting & Services,
2528,Tavant,Hiring,Bengaluru,No,httpswww.linkedin.comj,Business Developm,Full-Time,IT Infrastucture,
2529,Tavisca,Hiring,Pune,No,httpswww.linkedin.comj,API Developer,Full-Time,Information Technology,
2530,Taxmann,Hiring,Delhi,No,httpswww.linkedin.comj,Angular Developer,Full-Time,Others,
2531,TBM,Hiring,Gurgaon,No,httpswww.linkedin.comj,Freelance Writer,Full-Time,Consulting & Services,
2532,TCS,Hiring freeze,,,,,,Consulting & Services,
2533,TE Connectivity,Hiring,Bengaluru,No,httpswww.linkedin.comj,Application Develop,Full-Time,Manufacturing,
2534,Teach for India,Hiring,Mumbai,No,httpswww.linkedin.comj,TFIx Enabler,Internship,NGO  Social Services,
2535,Team ONE Architects,Hiring,Hyderabad,No,httpswww.linkedin.comj,Business Develpom,Full-Time,,
2536,TeamLease Services Limited,Hiring,Mumbai,No,httpswww.linkedin.comj,Release & Change ,Full-Time,Recruitment,
2537,Tech Bodhi,Hiring freeze,,,,,,Education Tech,Tech Bodhi It’s not just abo
2538,Tech Data,Hiring,Chennai,No,httpswww.linkedin.comj,Business Developm,Full-Time,Information Technology,
2539,Tech Faktory,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Graphic designer,Full-Time,Marketing and Advertisi,
2540,Tech Mahindra,Hiring,Bengaluru,No,httpswww.linkedin.comj,Project Manager,Full-Time,,
2541,Tech Mahindra Limited,Hiring,Noida,,httpswww.naukri.comte,Customer Service As,Full-Time,BPO  ITES,
2542,Tech Manos,Hiring,Delhi,No,httpswww.linkedin.comj,Graphic Designer,Full-Time,Marketing & Advertising,
2543,Tech9,Hiring,Pune,No,httpswww.linkedin.comj,Tableau Developer,Full-Time,Business Software,
2544,TechBridge,Hiring,Gurgaon,No,httpswww.linkedin.comj,Software Engineer,Full-Time,Telecom,
2545,TechcelX Sthaapak Foundation,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Android Developer,Full-Time,NGO  Social Services,
2546,Techconcepo Systems,Hiring,Faridabad,No,httpswww.linkedin.comj,Field Sales Specialist,Full-Time,IT Infrastucture,
